,experiment,data_dir,auto_dataset,trans_dataset,num_stacks,d_model,d_ff,num_heads,dropout,autoencoder_dims,l_win,pre_mask,post_mask,batch_size,shuffle,dataloader_num_workers,auto_num_epoch,trans_num_epoch,load_dir,summary_dir,result_dir,checkpoint_dir,best_auto_model,auto_train_time,best_vanilla_model,vanilla_train_time,q_best,precision,recall,F1,inference_time
20,SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,150,100,40,60,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.170412524541219,best_vanilla_14.pth,7.051772014300028,0.1,0.9664088565362451,1.0,0.9829175182200286,2.4166916648546857
21,SCADA2_CEN_AUTO_2stacks_128dff_160auto_80trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,160,80,32,48,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_160auto_80trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_160auto_80trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_160auto_80trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,3.2274120291074118,best_vanilla_14.pth,6.492904543876648,0.1,0.9594821050951602,1.0,0.9793221408863686,2.133533986409505
22,SCADA2_CEN_AUTO_2stacks_128dff_120auto_60trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,120,60,24,36,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_120auto_60trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_120auto_60trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_120auto_60trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.1001229683558145,best_vanilla_14.pth,4.982009208202362,0.1,0.9496628641703067,0.9991077005443026,0.9737580171757799,1.743653138478597
23,SCADA2_CEN_AUTO_2stacks_128dff_180auto_90trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,180,90,36,54,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_180auto_90trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_180auto_90trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_180auto_90trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,3.9703180233637494,best_vanilla_13.pth,7.6412954489390055,0.1,0.9634366799494606,1.0,0.9813778970190775,2.097401181856791
24,SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,150,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_01lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_01lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,3.6156113425890606,best_vanilla_14.pth,5.480854976177215,0.1,0.9441439064080573,1.0,0.9712695683648538,1.580096153418223
25,SCADA2_CEN_AUTO_2stacks_128dff_200auto_100trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,200,100,40,60,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_100trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_100trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_100trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,4.611193593343099,best_vanilla_13.pth,8.588279068470001,0.1,0.9665053610399469,1.0,0.9829674306393245,2.4045586903889973
26,SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,140,70,28,42,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.6254133303960163,best_vanilla_12.pth,5.8057248512903845,0.1,0.955871476703098,1.0,0.9774379227763539,1.8187319795290628
27,SCADA1_CEN_AUTO_2stacks_128dff_160auto_80trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,160,80,32,48,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_160auto_80trans_0_01lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_160auto_80trans_0_01lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_160auto_80trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,3.187291173140208,best_vanilla_14.pth,6.479999081293742,0.1,0.9595395327494364,1.0,0.9793520535950639,2.1460406104723613
28,SCADA1_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,100,25,10,15,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,2.0595553437868754,best_vanilla_14.pth,3.8283109148343404,0.1,0.924187725631769,0.9886522946700171,0.9553337508147277,1.2216368397076924
29,SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,150,100,40,60,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.1512087901433308,best_vanilla_13.pth,7.003845922152201,0.1,0.9673807852141407,1.0,0.9834199789735627,2.398943551381429
30,SCADA1_CEN_AUTO_2stacks_128dff_80auto_40trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,80,40,16,24,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_80auto_40trans_0_01lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_80auto_40trans_0_01lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_80auto_40trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,1.2980389753977457,best_vanilla_12.pth,3.8768547336260477,0.1,0.9360572853515133,0.9974403354379464,0.9657744417693432,1.5887620568275451
31,SCADA2_CEN_AUTO_2stacks_128dff_160auto_80trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,160,80,32,48,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_160auto_80trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_160auto_80trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_160auto_80trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,3.198474661509196,best_vanilla_13.pth,6.506292164325714,0.1,0.9592142002393299,1.0,0.9791825724029115,2.1493297815322876
32,SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,100,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,1.6510719974835715,best_vanilla_13.pth,4.302219951152802,0.1,0.9441332190953229,0.9998138842359948,0.9711761183236726,1.5668148756027223
33,SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,200,100,40,60,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_01lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_01lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,4.6033392151196795,best_vanilla_14.pth,8.600167640050252,0.1,0.9670559194911231,1.0,0.9832520874559584,2.384603190422058
34,SCADA2_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,150,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,3.6262933731079103,best_vanilla_14.pth,5.4798603534698485,0.1,0.9435737366188205,0.9998136674896353,0.9708799348615242,1.6203790863355
35,SCADA1_CEN_AUTO_2stacks_128dff_140auto_70trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,140,70,28,42,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_140auto_70trans_0_01lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_140auto_70trans_0_01lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_140auto_70trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_6.pth,2.63692125082016,best_vanilla_14.pth,5.803577435016632,0.1,0.9543813587134887,1.0,0.9766582703610411,1.9062318603197734
36,SCADA2_CEN_AUTO_2stacks_128dff_50auto_25trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,50,25,10,15,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_50auto_25trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_50auto_25trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_50auto_25trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,1.1374428391456604,best_vanilla_14.pth,3.6340624968210857,0.1,0.9222634049913516,0.9859727909126932,0.9530545802744973,1.2198842287063598
37,SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,200,100,40,60,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_6.pth,4.6135347525278725,best_vanilla_14.pth,8.589642282327016,0.1,0.9666337686000608,1.0,0.9830338358200313,2.437976578871409
38,SCADA2_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,200,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,6.302938624223073,best_vanilla_14.pth,8.417085492610932,0.1,0.9412540094028736,0.9990672511892548,0.9692993371190698,1.5998860120773315
39,SCADA2_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,200,100,40,60,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,4.59068516890208,best_vanilla_14.pth,8.57951098283132,0.1,0.9671110098363146,1.0,0.9832805622055758,2.454045621554057
40,SCADA1_CEN_AUTO_2stacks_128dff_180auto_90trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,180,90,36,54,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_180auto_90trans_0_01lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_180auto_90trans_0_01lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_180auto_90trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,3.985806393623352,best_vanilla_14.pth,7.652783723672231,0.1,0.9634179528048827,1.0,0.9813681813681814,2.132266974449158
41,SCADA1_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,50,25,10,15,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,1.135483237107595,best_vanilla_14.pth,4.670401652654012,0.1,0.923236719754674,0.9861841236296394,0.9536728359581561,1.2323511441548665
42,SCADA1_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,200,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,6.310258106390635,best_vanilla_14.pth,7.177954924106598,0.1,0.9437202747930244,0.9994403507135529,0.9707814269535673,1.6191997011502584
43,SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,150,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,3.6227632125218707,best_vanilla_13.pth,5.487489016850789,0.1,0.9439509213245965,0.999883542181022,0.9711125186626249,1.6072150111198424
44,SCADA1_CEN_AUTO_3stacks_128dff_180auto_90trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,180,90,36,54,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_180auto_90trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_180auto_90trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_180auto_90trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,3.9805317163467406,best_vanilla_14.pth,9.728810687859854,0.1,0.96304356274045,1.0,0.9811739087399781,2.1444962064425153
45,SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,100,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,1.64706236521403,best_vanilla_14.pth,4.360289963086446,0.1,0.9425236925236925,0.999534710589987,0.970192394544305,1.5680803338686624
46,SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,50,25,10,15,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,1.1836966792742412,best_vanilla_13.pth,3.9108588337898254,0.1,0.9235420952192124,0.9843877955355963,0.9529947317272773,1.2310392657915752
47,SCADA1_CEN_AUTO_3stacks_128dff_140auto_70trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,140,70,28,42,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_6.pth,2.6131035685539246,best_vanilla_14.pth,7.532328248023987,0.1,0.9556947725172025,1.0,0.9773455305472992,1.840419848759969
48,SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,100,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,1.653078305721283,best_vanilla_14.pth,4.369219561417897,0.1,0.9430665905798692,0.9996277684719895,0.9705237955413005,1.5604658563931784
49,SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,200,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,6.305713109175364,best_vanilla_14.pth,7.174547731876373,0.1,0.9412851706007875,0.9977614028542113,0.9687008297393056,1.6000197847684225
50,SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,200,50,20,30,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,6.288553806145986,best_vanilla_14.pth,8.413576992352803,0.1,0.944707671287216,0.9996269004757019,0.9713916678940868,1.5791229526201884
51,SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,100,25,10,15,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,2.0605212171872456,best_vanilla_14.pth,4.919621527194977,0.1,0.9230902348578492,0.9876735881497156,0.9542904606734394,1.228718916575114
52,SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,100,25,10,15,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_8.pth,2.060153313477834,best_vanilla_14.pth,3.8143555919329324,0.1,0.9229781454500555,0.9886522946700171,0.9546871008939976,1.2341663599014283
53,SCADA1_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,150,100,40,60,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,2.1666970531145733,best_vanilla_14.pth,7.062048963705698,0.1,0.9678031741210419,1.0,0.9836381878521262,2.406713887055715
54,SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,100,25,10,15,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.070479130744934,best_vanilla_14.pth,4.156151449680328,0.1,0.9247906031620161,0.9871445575982013,0.9549508054094857,1.2518600463867187
55,SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,150,100,40,60,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/summary/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/result/,../experiments/Vanilla Transformer/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.142541547616323,best_vanilla_14.pth,9.291871571540833,0.1,0.9668854075788036,1.0,0.9831639442269492,2.3931883494059245
56,SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,120,60,24,36,64,1,4,10,15,default,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/summary/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/result/,../experiments/Vanilla Transformer/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,2.096025490760803,best_vanilla_14.pth,5.013997240861257,0.1,0.9484623362329884,0.9996430802177211,0.9733803964159653,1.7561403433481853
