,experiment,data_dir,auto_dataset,trans_dataset,num_stacks,d_model,d_ff,num_heads,dropout,autoencoder_dims,l_win,pre_mask,post_mask,batch_size,shuffle,dataloader_num_workers,auto_num_epoch,trans_num_epoch,load_dir,summary_dir,result_dir,checkpoint_dir,best_auto_model,auto_train_time,best_hybrid_model,hybrid_train_time,q_best,precision,recall,F1,inference_time
42,SCADA1_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,200,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,6.3807513078053795,best_hybrid_14.pth,6.739056619008382,0.1,0.9433248261902667,0.999813450237851,0.9707480528889695,1.8475908597310384
43,SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,150,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,4.024633177121481,best_hybrid_14.pth,5.584778249263763,0.1,0.9434858110038907,0.9997205012344529,0.9707894647562396,1.8632632851600648
44,SCADA1_CEN_AUTO_3stacks_128dff_180auto_90trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,180,90,36,54,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_180auto_90trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_180auto_90trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_180auto_90trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,3.9859297911326093,best_hybrid_14.pth,9.102905138333638,0.1,0.9637926340761482,1.0,0.9815625309436578,2.140775199731191
45,SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,100,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,1.7714277466138204,best_hybrid_14.pth,4.219916303952535,0.1,0.9447498021282209,0.9996975618834916,0.9714473029796084,1.8438077727953592
46,SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,50,25,10,15,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,1.1967963655789693,best_hybrid_14.pth,3.659219491481781,0.1,0.9226134391272006,0.9829348831065909,0.9518194026987272,1.4497297167778016
47,SCADA1_CEN_AUTO_3stacks_128dff_140auto_70trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,140,70,28,42,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_6.pth,2.620263926188151,best_hybrid_14.pth,6.9735115687052405,0.1,0.9555966317518998,1.0,0.9772942090781155,1.8339690923690797
48,SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,100,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,1.6769778728485107,best_hybrid_14.pth,3.921104919910431,0.1,0.9433108568165345,0.9991624790619765,0.970433721600217,1.7728098630905151
49,SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,200,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_01lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_01lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,6.367468055089315,best_hybrid_13.pth,7.188540927569071,0.1,0.9441631071381391,0.9999533625594628,0.9712577291567575,1.6222977717717488
50,SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,200,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,6.303574275970459,best_hybrid_14.pth,8.075275222460428,0.1,0.9433713204558455,0.9999067251189254,0.9708166361022437,1.6103792270024617
51,SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,100,25,10,15,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,2.0652169307072956,best_hybrid_13.pth,4.227585033575694,0.1,0.9220981756070995,0.9853194021954768,0.9526610572619626,1.2136293649673462
52,SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,100,25,10,15,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_01lr_64batch/scada2/checkpoints/,best_autoencoder_8.pth,2.063262943426768,best_hybrid_14.pth,3.549898036321004,0.1,0.9241850449246306,0.9876471366221399,0.9548627982507736,1.247434671719869
53,SCADA1_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,150,100,40,60,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_150auto_100trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,2.1422061681747437,best_hybrid_14.pth,6.893491474787394,0.1,0.9664821415029954,1.0,0.9829554218725899,2.3974325180053713
54,SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,100,25,10,15,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.0839690883954365,best_hybrid_14.pth,3.8395170172055564,0.1,0.923332177702937,0.9862716571882026,0.9537646923401589,1.442145538330078
55,SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,150,100,40,60,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.149479365348816,best_hybrid_14.pth,8.59431286652883,0.1,0.9664088565362451,1.0,0.9829175182200286,2.407394623756409
56,SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,120,60,24,36,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,2.2705278197924295,best_hybrid_14.pth,4.820664223035177,0.1,0.9495407979298789,0.998661550816454,0.973481924435988,2.0050632119178773
57,SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,100,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_01lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_01lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,1.6443846066792807,best_hybrid_14.pth,4.229183252652486,0.1,0.9456129543254422,0.9999069421179974,0.9720023519833552,1.5756962776184082
58,SCADA2_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,100,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,1.6482746918996176,best_hybrid_14.pth,5.121706656614939,0.1,0.9432728389914196,1.0,0.9708084424017255,1.5774466315905253
59,SCADA1_CEN_AUTO_3stacks_128dff_160auto_80trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,160,80,32,48,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_160auto_80trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_160auto_80trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_160auto_80trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,3.1915077845255535,best_hybrid_14.pth,7.894912147521973,0.1,0.9588508542833789,1.0,0.9789932216500092,2.1296217401822406
60,SCADA2_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,50,25,10,15,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,1.1304812987645467,best_hybrid_14.pth,3.9170387466748555,0.1,0.9234614721599724,0.9905956940958922,0.9558512400907445,1.2672797958056132
61,SCADA2_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,80,40,16,24,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,1.302837061882019,best_hybrid_14.pth,4.372990353902181,0.1,0.9374756837166723,0.9985860900514371,0.9670664337315265,1.6083454608917236
62,SCADA2_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,50,25,10,15,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_50auto_25trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,1.2075295925140381,best_hybrid_14.pth,3.737269147237142,0.1,0.9251807139131083,0.9838858803328491,0.9536306841458418,1.4850026885668437
63,SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,140,70,28,42,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.643992233276367,best_hybrid_13.pth,5.218562459945678,0.1,0.9554163671834891,0.999914030261348,0.9771588796824298,2.04505349000295
64,SCADA1_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,150,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,3.610142910480499,best_hybrid_14.pth,6.326554401715597,0.1,0.9422434996486296,0.9993478362137234,0.9699559172600882,1.6018166939417522
65,SCADA1_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,80,40,16,24,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,1.3080450574556985,best_hybrid_14.pth,4.38365786075592,0.1,0.9375,0.9982691792008971,0.9669307328130718,1.5952224214871724
66,SCADA2_CEN_AUTO_3stacks_128dff_120auto_60trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,120,60,24,36,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_120auto_60trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_120auto_60trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_120auto_60trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,2.1005441824595135,best_hybrid_14.pth,5.984649789333344,0.1,0.9507807196198235,0.9997323101632908,0.9746422513157322,1.7359013239542642
67,SCADA2_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,100,25,10,15,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_8.pth,2.0632956782976786,best_hybrid_14.pth,4.142070384820302,0.1,0.9241812916161292,0.9875942335669885,0.9548360697662523,1.2495375434557596
68,SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_01lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,50,25,10,15,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_01lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_01lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_50auto_25trans_0_01lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,1.128409731388092,best_hybrid_13.pth,3.3747669657071433,0.1,0.9239698057171142,0.9862105402192577,0.9540761564017377,1.2114198724428813
69,SCADA1_CEN_AUTO_2stacks_128dff_160auto_80trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,160,80,32,48,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_160auto_80trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_160auto_80trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_2stacks_128dff_160auto_80trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,3.503340800603231,best_hybrid_14.pth,6.334035420417786,0.1,0.9590229312063808,1.0,0.9790829049824418,2.4947917501131696
70,SCADA1_CEN_AUTO_3stacks_128dff_200auto_100trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,200,100,40,60,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/summary/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/result/,../experiments/FNet-Hybrid-GPU/SCADA1_CEN_AUTO_3stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,4.600735990206401,best_hybrid_14.pth,10.185484532515208,0.1,0.9666888108569802,1.0,0.9830622979298365,2.4430649201075236
71,SCADA2_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,150,50,20,30,64,1,4,10,15,default,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/result/,../experiments/FNet-Hybrid-GPU/SCADA2_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,3.6248060782750446,best_hybrid_14.pth,6.320251027743022,0.1,0.9439799331103679,0.9992546699585411,0.9708311647167976,1.5979971885681152
