,experiment,data_dir,auto_dataset,trans_dataset,num_stacks,d_model,d_ff,num_heads,dropout,autoencoder_dims,l_win,pre_mask,post_mask,batch_size,shuffle,dataloader_num_workers,auto_num_epoch,trans_num_epoch,load_dir,summary_dir,result_dir,checkpoint_dir,best_auto_model,auto_train_time,best_trans_model,trans_train_time,AUC,q_best,precision,recall,F1,inference_time
0,SCADA1_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,140,70,28,42,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,13.417537983258566,best_trans_14.pth,19.60448498725891,0.7799600089103347,0.99,0.8099834730083513,1.0,0.8950175347867544,50.83917674223582
1,SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,200,50,20,30,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,44.36586924393972,best_trans_12.pth,48.79630043506622,0.992806868328635,0.1,0.9673791839126079,1.0,0.9834191515524131,74.96721283992132
2,SCADA1_CEN_AUTO_6stacks_128dff_150auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,6,16,128,1,0.1,150,50,20,30,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_6stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_6stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_6stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,19.151941978931426,best_trans_13.pth,38.42186980247497,0.815673821639656,0.99,0.7496634671661009,1.0,0.8569230383261275,51.48617656628291
3,SCADA1_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,50,25,10,15,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_50auto_25trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,4.068293396631876,best_trans_14.pth,13.119752188523611,0.5560227919865016,0.99,0.6350353219932428,1.0,0.7767848357172888,51.603502774238585
4,SCADA2_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,100,50,20,30,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,9.978085072835286,best_trans_14.pth,22.97112726767858,0.9926659850525077,0.1,0.9666566140159083,1.0,0.9830456492778348,50.890385977427165
5,SCADA2_CEN_AUTO_6stacks_128dff_150auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,6,16,128,1,0.1,150,50,20,30,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_6stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_6stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_6stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,23.788442202409108,best_trans_14.pth,46.199881700674695,0.9934323579588336,0.1,0.9666433975435352,1.0,0.9830388150194745,43.6771671017011
6,SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,100,25,10,15,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_25trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,10.825380623340607,best_trans_14.pth,18.775243751207988,0.5974224966817067,0.99,0.6349912880507197,1.0,0.776751891819281,56.81117015679677
7,SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,150,100,40,60,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,14.057586065928142,best_trans_13.pth,26.711004853248596,0.9968418890464675,0.1,0.9854652120892522,1.0,0.9926794043923574,55.15165175596873
8,SCADA1_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,80,40,16,24,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,6.317240905761719,best_trans_14.pth,15.528281740347545,0.5779449827053478,0.99,0.7089316526774486,1.0,0.829678181180316,51.12487117846807
9,SCADA2_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,80,40,16,24,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_80auto_40trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,8.083314514160156,best_trans_14.pth,18.600003123283386,0.9919526480268137,0.1,0.9610665080781049,1.0,0.9801467763783029,39.37713950872421
10,SCADA2_CEN_AUTO_6stacks_128dff_100auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,6,16,128,1,0.1,100,50,20,30,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_6stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_6stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_6stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_8.pth,10.211634115378063,best_trans_14.pth,34.72967103322347,0.993052199776387,0.1,0.9679337158387438,1.0,0.9837056076110828,45.20653004248937
11,SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,120,60,24,36,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_120auto_60trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,10.369736591974894,best_trans_14.pth,17.29405504067739,0.7491258061414299,0.99,0.7822297613476836,1.0,0.8778102333519314,51.62278167009354
12,SCADA2_CEN_AUTO_3stacks_128dff_100auto_40trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,100,40,16,24,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_100auto_40trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_100auto_40trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_100auto_40trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,11.277125537395477,best_trans_13.pth,23.559236061573028,0.9920040400908867,0.1,0.9606129083412623,1.0,0.979910827123922,53.98256589174271
13,SCADA2_CEN_AUTO_2stacks_128dff_100auto_40trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,100,40,16,24,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_100auto_40trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_100auto_40trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_100auto_40trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,10.913227880001068,best_trans_14.pth,19.85515979131063,0.9924457511939869,0.1,0.9611082464003808,1.0,0.9801684819433067,56.006863848368326
14,SCADA1_CEN_AUTO_2stacks_128dff_120auto_40trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,120,40,16,24,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_120auto_40trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_120auto_40trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_120auto_40trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,13.05177325407664,best_trans_14.pth,16.787895027796427,0.8369858869878258,0.99,0.7088339015788935,1.0,0.8296112348004795,51.8608660419782
15,SCADA1_CEN_AUTO_2stacks_128dff_80auto_40trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,80,40,16,24,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_80auto_40trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,6.3331283529599505,best_trans_14.pth,12.055338092645009,0.6158112721109766,0.99,0.7092220369232569,1.0,0.8298770102448668,51.854743679364525
16,SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,150,100,40,60,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_150auto_100trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,13.802264626820882,best_trans_13.pth,31.614196034272513,0.9963685915197096,0.1,0.9852216748768473,1.0,0.9925558312655086,57.55366161266963
17,SCADA2_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,200,50,20,30,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,45.40081128676732,best_trans_12.pth,52.53039909998576,0.9918546031588121,0.1,0.9672329409096921,1.0,0.9833435794974257,62.02185409069061
18,SCADA1_CEN_AUTO_2stacks_128dff_100auto_40trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,100,40,16,24,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_100auto_40trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_100auto_40trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_100auto_40trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,8.551246881484985,best_trans_14.pth,14.944274918238323,0.717585021976948,0.99,0.7088879787016179,1.0,0.829648271316436,53.7889110604922
19,SCADA1_CEN_AUTO_3stacks_128dff_100auto_40trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,100,40,16,24,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_40trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_40trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_40trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,8.534508017698924,best_trans_14.pth,17.8304589231809,0.6123146491397492,0.99,0.7087221036005733,1.0,0.8295346588039952,49.49290582338969
20,SCADA2_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,150,50,20,30,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_150auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,23.808177530765533,best_trans_13.pth,30.419281844298045,0.993796616532174,0.1,0.9678120100493021,1.0,0.9836427515502908,62.33518370787303
21,SCADA2_CEN_AUTO_3stacks_128dff_120auto_40trans_0_001lr_64batch,scada2,scada2,new_scada1,3,16,128,1,0.1,120,40,16,24,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_120auto_40trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_120auto_40trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_3stacks_128dff_120auto_40trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,16.356916749477385,best_trans_14.pth,26.2642626841863,0.9912118435770914,0.1,0.9596267754907981,1.0,0.9793974929235746,36.98678780396779
22,SCADA2_CEN_AUTO_5stacks_128dff_100auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,5,16,128,1,0.1,100,50,20,30,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_5stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_5stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_5stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_8.pth,10.11992388566335,best_trans_14.pth,30.32096600929896,0.9935173559493236,0.1,0.9669299949094062,1.0,0.9831869943637129,48.61572179794312
23,SCADA1_CEN_AUTO_4stacks_128dff_150auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,4,16,128,1,0.1,150,50,20,30,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_4stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_4stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_4stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_6.pth,18.919103300571443,best_trans_14.pth,30.60660300254822,0.9255773598553156,0.1,0.9668987903149711,1.0,0.9831708627571385,30.49482023715973
24,SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,200,100,40,60,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_200auto_100trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,25.48150919278463,best_trans_14.pth,30.803758597373964,0.9959237262851731,0.1,0.9850957892307185,1.0,0.992491943789243,30.86463328997294
25,SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch,scada2,scada2,new_scada1,2,16,128,1,0.1,140,70,28,42,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_2stacks_128dff_140auto_70trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,16.70947957833608,best_trans_14.pth,26.466107054551443,0.9950713581714484,0.1,0.9762551121139472,1.0,0.9879849075453354,71.21543346246084
26,SCADA2_CEN_AUTO_1stacks_128dff_100auto_50trans_0_001lr_64batch,scada2,scada2,new_scada1,1,16,128,1,0.1,100,50,20,30,64,1,10,10,15,default,../experiments/SCADA2_CEN_AUTO_1stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/summary/,../experiments/SCADA2_CEN_AUTO_1stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/result/,../experiments/SCADA2_CEN_AUTO_1stacks_128dff_100auto_50trans_0_001lr_64batch/scada2/checkpoints/,best_autoencoder_9.pth,9.879851313432058,best_trans_13.pth,15.302977593739827,0.9918965740140314,0.1,0.9678789136958121,1.0,0.9836773055086696,32.056097237269086
27,SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,2,16,128,1,0.1,100,50,20,30,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_2stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,7.6491397221883135,best_trans_14.pth,14.892754622300465,0.7478296581829837,0.99,0.7497587789830706,1.0,0.8569853033328598,51.023362902800244
28,SCADA1_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,150,50,20,30,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_150auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,19.227583273251852,best_trans_14.pth,26.83173869053523,0.8865309963051224,0.1,0.9668075631203532,1.0,0.9831236987786508,29.411993225415547
29,SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,200,50,20,30,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_200auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_8.pth,36.941679592927294,best_trans_14.pth,38.524419303735094,0.8864194536005865,0.1,0.9669040557643992,1.0,0.9831735848331764,32.07411285638809
30,SCADA1_CEN_AUTO_6stacks_128dff_100auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,6,16,128,1,0.1,100,50,20,30,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_6stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_6stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_6stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_7.pth,7.600395961602529,best_trans_14.pth,29.718705809116365,0.6742917588768691,0.99,0.7500767846957133,1.0,0.857193000050143,52.98074337641398
31,SCADA1_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch,scada1,scada1,new_scada1,3,16,128,1,0.1,100,50,20,30,64,1,10,10,15,default,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/summary/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/result/,../experiments/SCADA1_CEN_AUTO_3stacks_128dff_100auto_50trans_0_001lr_64batch/scada1/checkpoints/,best_autoencoder_9.pth,7.67700024843216,best_trans_13.pth,18.072409816582997,0.7382958561247785,0.99,0.7499232310234402,1.0,0.8570927201016111,52.39575616916021
